alt	bull	gress	acro	chari	aspi	rubi
0.949877704	1.27485032	1.089551883	1.170555059	1.20871002	1.355259906	1.267171728
0.949877704	1.27485032	1.089551883	1.170261715	1.20871002	1.355259906	1.267171728
0.949877704	1.27485032	1.089551883	1.170261715	1.20871002	1.355068206	1.266936911
0.949877704	1.27485032	1.089551883	1.170261715	1.208441356	1.355068206	1.266701967
0.949877704	1.274619619	1.089198367	1.169968174	1.208441356	1.354876423	1.266466895
0.949877704	1.274619619	1.089198367	1.169968174	1.208172527	1.354492601	1.266231697
0.949877704	1.274388796	1.088844563	1.169968174	1.20790353	1.354300562	1.26599637
0.949877704	1.274157849	1.088844563	1.169968174	1.20790353	1.354108439	1.265760917
0.949877704	1.27392678	1.088844563	1.169674434	1.207634367	1.353916231	1.265760917
0.949877704	1.273464273	1.088844563	1.169674434	1.207634367	1.353723938	1.265760917
0.949877704	1.273464273	1.08849047	1.169674434	1.207365037	1.353916231	1.264817823
0.949877704	1.273232834	1.087781418	1.169380495	1.207365037	1.353916231	1.264581729
0.949877704	1.273001272	1.087781418	1.169380495	1.207365037	1.353916231	1.264817823
0.949877704	1.273001272	1.087426457	1.169380495	1.20709554	1.353723938	1.264345507
0.949877704	1.273001272	1.087426457	1.169086357	1.20709554	1.353531559	1.264345507
0.949877704	1.272769587	1.087426457	1.169086357	1.206825876	1.353531559	1.264581729
0.949877704	1.272305844	1.087426457	1.169086357	1.206825876	1.353339095	1.264109156
0.949877704	1.272073788	1.087071206	1.169086357	1.206825876	1.352953912	1.264345507
0.949877704	1.272073788	1.087071206	1.169086357	1.206825876	1.353146546	1.263872677
0.949877704	1.272073788	1.087071206	1.16879202	1.206825876	1.353146546	1.263636069
0.949877704	1.271841607	1.086715664	1.16879202	1.206286044	1.352761192	1.262925469
0.949877704	1.271609301	1.086715664	1.16879202	1.206286044	1.352375495	1.262925469
0.949877704	1.271144318	1.086359831	1.16879202	1.206286044	1.352182518	1.262925469
0.949877704	1.271144318	1.086359831	1.16879202	1.205475037	1.352375495	1.262925469
0.949877704	1.271144318	1.086003706	1.168202747	1.204933522	1.352182518	1.262925469
0.949877704	1.271144318	1.086003706	1.168202747	1.204933522	1.351989455	1.262688344
0.949877704	1.271144318	1.086003706	1.16790781	1.204933522	1.351989455	1.262213705
0.949877704	1.270911639	1.085647288	1.16790781	1.204119983	1.351603072	1.262213705
0.949877704	1.270678836	1.085290578	1.167612673	1.203848464	1.351603072	1.262213705
0.949877704	1.270445908	1.084576278	1.167317335	1.203848464	1.351216345	1.261976191
0.949877704	1.269979677	1.084218687	1.167317335	1.203848464	1.351409752	1.261738547
0.949877704	1.269979677	1.084218687	1.167021796	1.203576775	1.351409752	1.261500773
0.949877704	1.269979677	1.084218687	1.167021796	1.203304916	1.351022853	1.261500773
0.949877704	1.269979677	1.083860801	1.167021796	1.203304916	1.351022853	1.261024834
0.949877704	1.269746373	1.083860801	1.166430114	1.203032887	1.350829274	1.261024834
0.949877704	1.269746373	1.083144143	1.166430114	1.202760687	1.350829274	1.261024834
0.949877704	1.269746373	1.083144143	1.16613397	1.202760687	1.350829274	1.261024834
0.949877704	1.269512944	1.083144143	1.16613397	1.202760687	1.350829274	1.261024834
0.949877704	1.269512944	1.083144143	1.165837625	1.202488317	1.350829274	1.260786669
0.949877704	1.269512944	1.083144143	1.165837625	1.202488317	1.350635608	1.260786669
0.949877704	1.268811904	1.082426301	1.165837625	1.202488317	1.350635608	1.260309946
0.949877704	1.268811904	1.082066934	1.165837625	1.202215776	1.350635608	1.260309946
0.949877704	1.268577972	1.08170727	1.165541077	1.202215776	1.350441857	1.260071388
0.949877704	1.268577972	1.08170727	1.164947373	1.20167018	1.350248018	1.260071388
0.949877704	1.26810973	1.08170727	1.164947373	1.20167018	1.350054094	1.260071388
0.949877704	1.26810973	1.081347308	1.164947373	1.201397124	1.350248018	1.260071388
0.949877704	1.267875419	1.081347308	1.164650216	1.201397124	1.350054094	1.259832699
0.949390007	1.267640982	1.081347308	1.164650216	1.201397124	1.349665984	1.259832699
0.949390007	1.267640982	1.081347308	1.164650216	1.201123897	1.349665984	1.259832699
0.948901761	1.267640982	1.080987047	1.164055292	1.201123897	1.349665984	1.259832699
0.948901761	1.267406419	1.080626487	1.163459552	1.200576927	1.349665984	1.259593879
0.948901761	1.267171728	1.080626487	1.162862993	1.200303183	1.349665984	1.259593879
0.948901761	1.266936911	1.080265627	1.162862993	1.200303183	1.349471799	1.259354927
0.948412966	1.266936911	1.080265627	1.162862993	1.200029267	1.349083169	1.259354927
0.948412966	1.266936911	1.080265627	1.162564407	1.199755177	1.349083169	1.259115844
0.948412966	1.266701967	1.079904468	1.162564407	1.199755177	1.348888723	1.258876629
0.948412966	1.266466895	1.079543007	1.162564407	1.199755177	1.34869419	1.258637283
0.948412966	1.26599637	1.079543007	1.162564407	1.199480915	1.34849957	1.258637283
0.94792362	1.265760917	1.078819183	1.162265614	1.199206479	1.348304863	1.258397804
0.94792362	1.265525335	1.078819183	1.162265614	1.199206479	1.348304863	1.258637283
0.94792362	1.265525335	1.07773118	1.162265614	1.199206479	1.348110068	1.258637283
0.947433722	1.265289626	1.07773118	1.162265614	1.19893187	1.348110068	1.258158193
0.947433722	1.265053789	1.07773118	1.161966616	1.19893187	1.348110068	1.258158193
0.945960704	1.264581729	1.077367905	1.161966616	1.198657087	1.347915187	1.257438567
0.945960704	1.264345507	1.077367905	1.161966616	1.19838213	1.348110068	1.257438567
0.945468585	1.263872677	1.077367905	1.161667412	1.19838213	1.348110068	1.256958153
0.944975908	1.263872677	1.077004327	1.161667412	1.198106999	1.347720217	1.256717746
0.944975908	1.263636069	1.077004327	1.161368002	1.197831693	1.347720217	1.256477206
0.944975908	1.263636069	1.077004327	1.161368002	1.197831693	1.347134783	1.256477206
0.944975908	1.263162465	1.077004327	1.161068385	1.197831693	1.346939463	1.256236533
0.944975908	1.263162465	1.076640444	1.160768562	1.197556213	1.346744055	1.256236533
0.944975908	1.262925469	1.076276255	1.160468531	1.197280558	1.346352974	1.255995727
0.944482672	1.262925469	1.075911761	1.160168293	1.197004728	1.346157302	1.255995727
0.944482672	1.262925469	1.075546961	1.159867847	1.197004728	1.346352974	1.255754787
0.944482672	1.262925469	1.075546961	1.159567193	1.197004728	1.346352974	1.255754787
0.944482672	1.262688344	1.075546961	1.159567193	1.196728723	1.345961542	1.255513713
0.944482672	1.262688344	1.075546961	1.159567193	1.196728723	1.345765693	1.255513713
0.944482672	1.262213705	1.075181855	1.159266331	1.196452542	1.345961542	1.255272505
0.943988875	1.261738547	1.074816441	1.15896526	1.196176185	1.345765693	1.255272505
0.943494516	1.261500773	1.074816441	1.158663981	1.196176185	1.345765693	1.255513713
0.943494516	1.261500773	1.074816441	1.158663981	1.195899652	1.345373731	1.255272505
0.943494516	1.261262869	1.074450719	1.158362492	1.195899652	1.345177617	1.255272505
0.942504106	1.261262869	1.074450719	1.158362492	1.195899652	1.344981414	1.254789687
0.942504106	1.261262869	1.074084689	1.158362492	1.195622944	1.344981414	1.255031163
0.942504106	1.261024834	1.074084689	1.158362492	1.195622944	1.344588743	1.254789687
0.942504106	1.261024834	1.07371835	1.158362492	1.195622944	1.344588743	1.254548077
0.942504106	1.260786669	1.07371835	1.158060794	1.195346058	1.344195716	1.254064453
0.942504106	1.260309946	1.07371835	1.157758886	1.195068996	1.344195716	1.254064453
0.942504106	1.259354927	1.07371835	1.157758886	1.195068996	1.343802333	1.254064453
0.942504106	1.259115844	1.07371835	1.157456768	1.195068996	1.343802333	1.253822439
0.942504106	1.258876629	1.073351702	1.157456768	1.194791758	1.34321159	1.253822439
0.942504106	1.258637283	1.072984745	1.157456768	1.194791758	1.34321159	1.253822439
0.942504106	1.258637283	1.072617477	1.15715444	1.194791758	1.342817315	1.25358029
0.942504106	1.258637283	1.072617477	1.15715444	1.194514342	1.342620043	1.253338005
0.942504106	1.258397804	1.072617477	1.156851901	1.194514342	1.341830057	1.253338005
0.942504106	1.258397804	1.072617477	1.156851901	1.194514342	1.342027688	1.253338005
0.942504106	1.258158193	1.072249898	1.156851901	1.194236749	1.342027688	1.253338005
0.942504106	1.25791845	1.072249898	1.156549151	1.19368103	1.341830057	1.252853031
0.942008053	1.257678575	1.071882007	1.156549151	1.19368103	1.341632336	1.252853031
0.941511433	1.257438567	1.07114529	1.15624619	1.193124598	1.341038632	1.252853031
0.941014244	1.257438567	1.070776463	1.15624619	1.192846115	1.341236623	1.252853031
0.941014244	1.257198426	1.070776463	1.15624619	1.192846115	1.341038632	1.252610341
0.941014244	1.257198426	1.070776463	1.155639634	1.192846115	1.341038632	1.252367514
0.941014244	1.256958153	1.070407322	1.155639634	1.192846115	1.340642378	1.252367514
0.941014244	1.256717746	1.070407322	1.155336037	1.192288613	1.340642378	1.252124553
0.940516485	1.256717746	1.070037867	1.155336037	1.192288613	1.340245762	1.252124553
0.940516485	1.256477206	1.070037867	1.155032229	1.192009593	1.340047318	1.252124553
0.940516485	1.256477206	1.069668097	1.155032229	1.192009593	1.340245762	1.251881455
0.940516485	1.256236533	1.069298012	1.154728207	1.192009593	1.340047318	1.251881455
0.940018155	1.256236533	1.068927612	1.154728207	1.192009593	1.340047318	1.25139485
0.940018155	1.256236533	1.068927612	1.154728207	1.191730393	1.339848783	1.25163822
0.940018155	1.255995727	1.068927612	1.154423973	1.191730393	1.339650158	1.25163822
0.939519253	1.255513713	1.068927612	1.154423973	1.191730393	1.339451441	1.251151343
0.939019776	1.255513713	1.068556895	1.154119526	1.191730393	1.339451441	1.2509077
0.939019776	1.255513713	1.068556895	1.154119526	1.191451014	1.339451441	1.250663919
0.938519725	1.255272505	1.068556895	1.154119526	1.191451014	1.339451441	1.250420002
0.938519725	1.255272505	1.068185862	1.153814864	1.191451014	1.339053736	1.250420002
0.938519725	1.254789687	1.068185862	1.153509989	1.191451014	1.338854746	1.249931757
0.938519725	1.254548077	1.068185862	1.1532049	1.190891717	1.338854746	1.250175948
0.938519725	1.25358029	1.068185862	1.1532049	1.190891717	1.338456494	1.249931757
0.938519725	1.253338005	1.067814511	1.152594078	1.190331698	1.338655666	1.249931757
0.938519725	1.253338005	1.067814511	1.152594078	1.190331698	1.33825723	1.249687428
0.938519725	1.253338005	1.06669855	1.152288344	1.190331698	1.337858429	1.249442961
0.938519725	1.253095586	1.06669855	1.152288344	1.190051418	1.337858429	1.249442961
0.938519725	1.252853031	1.06669855	1.152288344	1.190051418	1.337858429	1.249442961
0.938519725	1.252610341	1.066325925	1.151982395	1.190051418	1.337858429	1.249198357
0.938519725	1.252124553	1.066325925	1.151982395	1.189770956	1.337858429	1.248708736
0.938519725	1.251881455	1.06595298	1.151676231	1.189770956	1.337459261	1.248463718
0.938519725	1.25163822	1.065579715	1.151676231	1.189770956	1.33725954	1.248218561
0.938519725	1.25163822	1.065206128	1.15136985	1.189770956	1.337059726	1.248218561
0.938519725	1.25163822	1.065206128	1.151063253	1.189770956	1.337059726	1.248218561
0.938519725	1.25163822	1.06483222	1.151063253	1.189770956	1.337059726	1.247973266
0.938519725	1.25139485	1.063708559	1.151063253	1.189490314	1.336859821	1.247973266
0.938519725	1.25139485	1.063333359	1.15075644	1.189490314	1.336659823	1.247973266
0.938519725	1.251151343	1.063333359	1.15075644	1.189490314	1.336459734	1.247727833
0.938519725	1.251151343	1.062957834	1.150449409	1.189490314	1.336259552	1.247973266
0.938519725	1.2509077	1.062957834	1.150142162	1.18920949	1.336459734	1.247727833
0.938519725	1.250420002	1.062957834	1.149834697	1.18920949	1.336259552	1.247482261
0.938519725	1.250175948	1.062581984	1.149834697	1.18920949	1.336059278	1.24674471
0.938519725	1.249931757	1.062205809	1.149834697	1.18920949	1.335858911	1.24674471
0.938519725	1.249931757	1.062205809	1.149527014	1.188928484	1.335658452	1.246990699
0.938519725	1.249687428	1.062205809	1.149219113	1.188647296	1.335658452	1.24674471
0.938519725	1.249687428	1.062205809	1.149219113	1.188365926	1.335457901	1.24674471
0.938519725	1.249687428	1.062205809	1.148910993	1.188365926	1.335457901	1.24674471
0.938519725	1.249687428	1.061829307	1.148910993	1.188365926	1.335457901	1.246252312
0.938519725	1.249198357	1.061829307	1.148910993	1.186956335	1.335257256	1.246252312
0.938519725	1.248953615	1.061452479	1.148294097	1.186956335	1.335056519	1.246252312
0.938519725	1.248708736	1.061075324	1.147985321	1.186956335	1.33485569	1.246252312
0.938519725	1.248463718	1.061075324	1.147985321	1.186673867	1.335056519	1.246252312
0.938519725	1.248463718	1.06069784	1.147985321	1.186391216	1.334654767	1.246252312
0.938519725	1.248463718	1.06069784	1.147985321	1.186391216	1.334453751	1.245512668
0.938519725	1.248218561	1.06069784	1.147676324	1.186391216	1.334453751	1.244771761
0.938519725	1.248218561	1.060320029	1.147676324	1.186391216	1.33405144	1.244524512
0.938519725	1.247973266	1.060320029	1.147676324	1.18610838	1.33405144	1.244277121
0.938519725	1.247973266	1.060320029	1.147367108	1.18582536	1.333850145	1.243781916
0.938519725	1.247973266	1.059941888	1.147057671	1.18582536	1.333850145	1.244029589
0.938519725	1.247727833	1.059941888	1.147057671	1.185542155	1.33304403	1.243781916
0.938519725	1.247482261	1.059563418	1.147057671	1.185258765	1.333245699	1.243781916
0.938519725	1.24723655	1.059563418	1.147057671	1.184975191	1.332842267	1.243286146
0.938519725	1.24723655	1.059563418	1.146748014	1.184691431	1.33304403	1.243286146
0.938519725	1.246990699	1.059184618	1.146438135	1.184691431	1.332842267	1.243286146
0.938519725	1.246990699	1.059184618	1.146438135	1.184691431	1.33243846	1.243038049
0.938519725	1.246990699	1.059184618	1.146128036	1.184123354	1.332236415	1.243038049
0.938019097	1.246990699	1.058805487	1.146128036	1.184123354	1.332236415	1.242789809
0.938019097	1.24674471	1.058426024	1.146128036	1.184123354	1.331832044	1.242044239
0.938019097	1.246498581	1.058426024	1.145817714	1.183839037	1.331427297	1.242044239
0.937517892	1.246252312	1.058426024	1.145817714	1.183554534	1.331427297	1.241795431
0.937517892	1.246252312	1.05804623	1.145817714	1.183554534	1.331224781	1.241795431
0.936513742	1.246252312	1.057666104	1.145817714	1.183554534	1.331427297	1.241546481
0.936513742	1.246252312	1.057666104	1.145507171	1.183554534	1.331224781	1.241297387
0.936513742	1.246005904	1.057666104	1.145507171	1.183554534	1.331427297	1.240798771
0.936513742	1.246005904	1.057666104	1.145196406	1.183269844	1.331022171	1.241048151
0.936513742	1.246005904	1.057285644	1.145196406	1.183269844	1.331022171	1.240798771
0.936010796	1.246005904	1.056904851	1.145196406	1.183269844	1.331022171	1.240549248
0.935507266	1.245759356	1.056904851	1.145196406	1.183269844	1.330413773	1.240549248
0.935003151	1.245759356	1.056904851	1.144885418	1.183269844	1.330413773	1.240549248
0.935003151	1.245759356	1.056904851	1.144574208	1.182984967	1.330413773	1.240299582
0.935003151	1.245512668	1.056904851	1.144574208	1.182984967	1.330413773	1.240049772
0.935003151	1.245512668	1.056142262	1.144574208	1.182699903	1.330210785	1.240049772
0.935003151	1.245265839	1.055760465	1.144574208	1.182699903	1.330210785	1.240049772
0.935003151	1.245265839	1.055760465	1.144574208	1.182414652	1.330210785	1.239799818
0.935003151	1.245018871	1.055760465	1.144262774	1.182129214	1.330210785	1.239549721
0.935003151	1.245018871	1.055760465	1.144262774	1.182129214	1.330007701	1.239549721
0.935003151	1.244771761	1.055378331	1.144262774	1.182129214	1.329804522	1.239299479
0.935003151	1.243781916	1.055378331	1.144262774	1.181843588	1.329601248	1.239299479
0.935003151	1.243534102	1.055378331	1.143951116	1.181557774	1.329601248	1.239049093
0.935003151	1.243534102	1.055378331	1.143951116	1.181557774	1.329194415	1.239049093
0.935003151	1.243286146	1.055378331	1.143951116	1.180985581	1.329194415	1.239049093
0.935003151	1.243286146	1.054995862	1.143639235	1.180985581	1.328990855	1.238798563
0.935003151	1.243286146	1.054995862	1.1430148	1.180985581	1.328990855	1.239049093
0.935003151	1.243038049	1.054613055	1.1430148	1.180699201	1.328379603	1.238798563
0.935003151	1.243038049	1.054613055	1.142389466	1.179838928	1.328379603	1.238798563
0.935003151	1.242789809	1.05422991	1.142389466	1.179838928	1.328175661	1.238547888
0.935003151	1.242541428	1.05422991	1.142389466	1.179838928	1.327971624	1.238046103
0.935003151	1.242292905	1.05422991	1.142389466	1.179551791	1.327971624	1.237794993
0.935003151	1.242292905	1.05422991	1.142076461	1.179551791	1.32776749	1.237794993
0.935003151	1.242292905	1.053846427	1.14176323	1.179264464	1.32776749	1.237543738
0.935003151	1.242044239	1.053846427	1.14176323	1.178976947	1.32756326	1.237040791
0.935003151	1.242044239	1.053462605	1.14176323	1.17868924	1.327358934	1.237292338
0.935003151	1.242044239	1.053078443	1.14176323	1.17868924	1.327154512	1.236789099
0.935003151	1.241795431	1.053078443	1.141449773	1.17868924	1.32674538	1.236537261
0.935003151	1.241546481	1.053078443	1.141449773	1.178113252	1.32674538	1.236537261
0.935003151	1.241297387	1.053078443	1.141449773	1.178113252	1.326540669	1.236789099
0.935003151	1.241048151	1.053078443	1.14113609	1.178113252	1.326540669	1.236285277
0.935003151	1.241048151	1.052693942	1.14113609	1.177824972	1.326540669	1.236537261
0.935003151	1.241048151	1.052693942	1.14082218	1.1775365	1.326540669	1.236285277
0.935003151	1.240798771	1.0523091	1.140508043	1.177247836	1.326335861	1.236285277
0.935003151	1.240798771	1.0523091	1.140193679	1.177247836	1.326540669	1.236033147
0.935003151	1.240299582	1.0523091	1.139879086	1.177247836	1.326335861	1.23578087
0.935003151	1.240299582	1.051923916	1.139879086	1.176958981	1.326335861	1.23578087
0.935003151	1.240049772	1.051923916	1.139249218	1.176958981	1.326130957	1.23578087
0.935003151	1.240049772	1.051923916	1.139249218	1.176958981	1.325925956	1.23578087
0.935003151	1.240049772	1.051538391	1.13893394	1.176958981	1.325925956	1.235528447
0.935003151	1.240049772	1.051538391	1.138618434	1.176669933	1.325925956	1.235023159
0.935003151	1.239799818	1.051152522	1.138618434	1.176669933	1.325720858	1.235023159
0.935003151	1.239549721	1.051152522	1.138302698	1.176669933	1.325720858	1.234770295
0.935003151	1.239549721	1.051152522	1.138302698	1.176669933	1.325720858	1.234770295
0.935003151	1.238798563	1.051152522	1.138302698	1.176669933	1.325515663	1.234517284
0.935003151	1.238297068	1.051152522	1.138302698	1.176380692	1.325310372	1.234517284
0.935003151	1.238297068	1.051152522	1.137986733	1.176091259	1.325104983	1.234010818
0.935003151	1.238297068	1.051152522	1.137986733	1.175511813	1.325310372	1.234264124
0.935003151	1.238297068	1.050766311	1.137986733	1.175511813	1.325310372	1.234264124
0.935003151	1.238046103	1.050766311	1.137670537	1.175511813	1.325104983	1.234264124
0.935003151	1.237543738	1.050379756	1.137354111	1.1752218	1.324693914	1.234010818
0.935003151	1.236789099	1.050379756	1.137354111	1.174931594	1.324693914	1.234010818
0.935003151	1.236537261	1.050379756	1.137354111	1.174931594	1.324488233	1.233757363
0.935003151	1.236537261	1.050379756	1.137354111	1.174641193	1.324282455	1.233757363
0.935003151	1.236285277	1.050379756	1.137037455	1.174641193	1.32407658	1.23350376
0.935003151	1.236033147	1.049992857	1.137037455	1.174350597	1.323664536	1.23350376
0.935003151	1.236033147	1.049992857	1.137037455	1.174350597	1.323870607	1.23325001
0.935003151	1.236033147	1.049992857	1.136720567	1.174059808	1.323664536	1.23350376
0.935003151	1.23578087	1.049992857	1.136720567	1.174059808	1.323664536	1.23325001
0.935003151	1.23578087	1.049992857	1.136720567	1.174059808	1.3232521	1.232742063
0.935003151	1.235275877	1.049218023	1.136403448	1.174059808	1.3232521	1.232742063
0.935003151	1.235275877	1.049218023	1.136403448	1.173768823	1.3232521	1.232742063
0.935003151	1.235023159	1.048830087	1.136403448	1.173477643	1.322426052	1.23299611
0.935003151	1.235023159	1.048441804	1.136086097	1.173186268	1.322219295	1.232742063
0.935003151	1.234770295	1.048441804	1.136086097	1.173186268	1.322219295	1.232487866
0.935003151	1.234770295	1.048441804	1.136086097	1.172894698	1.322219295	1.231979027
0.935003151	1.234770295	1.048441804	1.136086097	1.172894698	1.322012439	1.231724383
0.935003151	1.234264124	1.048053173	1.135768515	1.172894698	1.321805484	1.23146959
0.935003151	1.234010818	1.048053173	1.135450699	1.172894698	1.321805484	1.23146959
0.935003151	1.234010818	1.048053173	1.135132651	1.172602931	1.32159843	1.231214648
0.935003151	1.233757363	1.048053173	1.135132651	1.172602931	1.321184027	1.230448921
0.935003151	1.233757363	1.047664195	1.13481437	1.172602931	1.321184027	1.230193379
0.935003151	1.23350376	1.047274867	1.13481437	1.172602931	1.320976677	1.229937686
0.935003151	1.23350376	1.047274867	1.13481437	1.172310969	1.320976677	1.229937686
0.935003151	1.23325001	1.047274867	1.13481437	1.172310969	1.321184027	1.229681842
0.935003151	1.23325001	1.046885191	1.134495856	1.172310969	1.320976677	1.229425848
0.935003151	1.232742063	1.046885191	1.134495856	1.172018809	1.320769228	1.229169703
0.935003151	1.232742063	1.046495164	1.134495856	1.172018809	1.320769228	1.228913406
0.935003151	1.232487866	1.046495164	1.134177108	1.172018809	1.32056168	1.228913406
0.935003151	1.232233521	1.046495164	1.133858125	1.171726454	1.32056168	1.228656958
0.935003151	1.232233521	1.046495164	1.133858125	1.171726454	1.32056168	1.228400359
0.935003151	1.231979027	1.046495164	1.133858125	1.171433901	1.320354033	1.228400359
0.935003151	1.231724383	1.046104787	1.133538908	1.171433901	1.320354033	1.228400359
0.935003151	1.231724383	1.046104787	1.133219457	1.171141151	1.320354033	1.228656958
0.935003151	1.231724383	1.045714059	1.13289977	1.170848204	1.320146286	1.228143608
0.935003151	1.23146959	1.045714059	1.13289977	1.170848204	1.319730494	1.227886705
0.935003151	1.231214648	1.045714059	1.13289977	1.170848204	1.319522449	1.227372442
0.935003151	1.231214648	1.045322979	1.13289977	1.170848204	1.319730494	1.227372442
0.935003151	1.230959556	1.045322979	1.132579848	1.170555059	1.319522449	1.22762965
0.935003151	1.230959556	1.044931546	1.132579848	1.170261715	1.319314304	1.22685757
0.935003151	1.230704314	1.044931546	1.13225969	1.170261715	1.319522449	1.22685757
0.935003151	1.230704314	1.04453976	1.131939295	1.169968174	1.319522449	1.226599905
0.935003151	1.230704314	1.04453976	1.131618664	1.169968174	1.318897715	1.226599905
0.935003151	1.230448921	1.04453976	1.131297797	1.169968174	1.318897715	1.226342087
0.935003151	1.230448921	1.044147621	1.130976692	1.169674434	1.31868927	1.226084116
0.935003151	1.230193379	1.044147621	1.130333768	1.169674434	1.318480725	1.226084116
0.935003151	1.230193379	1.044147621	1.130333768	1.169674434	1.318480725	1.226084116
0.935003151	1.230193379	1.043755127	1.130333768	1.169674434	1.31827208	1.225567713
0.935003151	1.230193379	1.043755127	1.130333768	1.169380495	1.318063335	1.225825991
0.935003151	1.229937686	1.042969073	1.129689892	1.169086357	1.317854489	1.225309282
0.935003151	1.229681842	1.042969073	1.129689892	1.169086357	1.318063335	1.225567713
0.935003151	1.229681842	1.042575512	1.129689892	1.169086357	1.318063335	1.225050696
0.935003151	1.229425848	1.042575512	1.129367596	1.16879202	1.317645543	1.225309282
0.935003151	1.229425848	1.042181595	1.12904506	1.16879202	1.317645543	1.224791956
0.935003151	1.229425848	1.042181595	1.12904506	1.16879202	1.317436497	1.224791956
0.935003151	1.229169703	1.042181595	1.12904506	1.16879202	1.317645543	1.225050696
0.935003151	1.229169703	1.042181595	1.12904506	1.16879202	1.317645543	1.224014811
0.935003151	1.229169703	1.041787319	1.12904506	1.16879202	1.317436497	1.224014811
0.935003151	1.228656958	1.041787319	1.128722284	1.168497484	1.317227349	1.224014811
0.935003151	1.228656958	1.041392685	1.128722284	1.168497484	1.317018101	1.223755454
0.935003151	1.228400359	1.041392685	1.128722284	1.16790781	1.317227349	1.223755454
0.935003151	1.227886705	1.041392685	1.128722284	1.16790781	1.316808752	1.223755454
0.935003151	1.227886705	1.040997692	1.128399269	1.16790781	1.316808752	1.223755454
0.935003151	1.22762965	1.040997692	1.128399269	1.167612673	1.316389751	1.223495941
0.935003151	1.22762965	1.040997692	1.128399269	1.167612673	1.316180099	1.223495941
0.935003151	1.22762965	1.040997692	1.127752516	1.167612673	1.316180099	1.22297645
0.935003151	1.22762965	1.04060234	1.127752516	1.167317335	1.316180099	1.22297645
0.935003151	1.227372442	1.04060234	1.127752516	1.167317335	1.315970345	1.22297645
0.935003151	1.227115083	1.040206628	1.127752516	1.167021796	1.315760491	1.22297645
0.935003151	1.227115083	1.040206628	1.127752516	1.167021796	1.315340477	1.222716471
0.935003151	1.22685757	1.039810554	1.127752516	1.166726056	1.315130317	1.222196046
0.935003151	1.22685757	1.039810554	1.127428778	1.166726056	1.314920056	1.222456337
0.935003151	1.22685757	1.039414119	1.127104798	1.16613397	1.314709693	1.222456337
0.935003151	1.226599905	1.039017322	1.127104798	1.16613397	1.314709693	1.222196046
0.935003151	1.226342087	1.039017322	1.127104798	1.165541077	1.314499228	1.2219356
0.935003151	1.226342087	1.039017322	1.127104798	1.165541077	1.314499228	1.221674997
0.935003151	1.226084116	1.039017322	1.127104798	1.165541077	1.314499228	1.221414238
0.935003151	1.225825991	1.038620162	1.126780577	1.165541077	1.314288661	1.221414238
0.935003151	1.225567713	1.038620162	1.126780577	1.165244326	1.314077992	1.221414238
0.935003151	1.225567713	1.038620162	1.126780577	1.165244326	1.314077992	1.221153322
0.935003151	1.225050696	1.038620162	1.126456113	1.164947373	1.313656347	1.220892249
0.935003151	1.224791956	1.037824751	1.126456113	1.164947373	1.313656347	1.220631019
0.935003151	1.224274014	1.037824751	1.126131407	1.164947373	1.313656347	1.220631019
0.935003151	1.224274014	1.037426498	1.126131407	1.164947373	1.313656347	1.220631019
0.935003151	1.224274014	1.037426498	1.125806458	1.164650216	1.31344537	1.220108088
0.935003151	1.224274014	1.03702788	1.125806458	1.164352856	1.313234292	1.220369632
0.935003151	1.224014811	1.03702788	1.125481266	1.164055292	1.31302311	1.220108088
0.935003151	1.224014811	1.036628895	1.12515583	1.164055292	1.31302311	1.219846386
0.935003151	1.224014811	1.036628895	1.12515583	1.163757524	1.31302311	1.219846386
0.935003151	1.223755454	1.036229544	1.12515583	1.163757524	1.312811826	1.219846386
0.935003151	1.223495941	1.035829825	1.12515583	1.163459552	1.312600439	1.219584526
0.935003151	1.223236273	1.035429738	1.124830149	1.163459552	1.312388949	1.219584526
0.935003151	1.22297645	1.035029282	1.124830149	1.163459552	1.312388949	1.219846386
0.935003151	1.222716471	1.035029282	1.124504225	1.163161375	1.312388949	1.219322508
0.935003151	1.222716471	1.035029282	1.124178055	1.162862993	1.312388949	1.219322508
0.935003151	1.222716471	1.034628457	1.124178055	1.162862993	1.312177356	1.219322508
0.935003151	1.222716471	1.034227261	1.123851641	1.162564407	1.312177356	1.219060332
0.935003151	1.222456337	1.034227261	1.123851641	1.162265614	1.311753861	1.219060332
0.935003151	1.222196046	1.033825694	1.123524981	1.162265614	1.311541958	1.218797998
0.935003151	1.2219356	1.033423755	1.123524981	1.161966616	1.311329952	1.218797998
0.935003151	1.221674997	1.033021445	1.123198075	1.161667412	1.310905629	1.218535505
0.935003151	1.221153322	1.033021445	1.123198075	1.161667412	1.311117843	1.218272854
0.935003151	1.220631019	1.033021445	1.123198075	1.161667412	1.310905629	1.218272854
0.935003151	1.220369632	1.033021445	1.123198075	1.161368002	1.310905629	1.218272854
0.935003151	1.220108088	1.033021445	1.122870923	1.161068385	1.310693312	1.217747073
0.935003151	1.220108088	1.032618761	1.122543524	1.161068385	1.310693312	1.217483944
0.935003151	1.219584526	1.032618761	1.122215878	1.161068385	1.310480891	1.217483944
0.935003151	1.219584526	1.032215703	1.122215878	1.160768562	1.310268367	1.217483944
0.935003151	1.219322508	1.032215703	1.122215878	1.160768562	1.310268367	1.217220656
